# LK8000 HUNGARIAN MESSAGES - HUN_MSG.TXT
# UPDATED:  120214
#
# This file is loaded on startup and all messages are stored internally.
# If you are translating these messages, try to respect sizes.
# The first _@Mn_  are the indexes, and you cannot change them!
#
# Please note that ENG_MSG.TXT is the english master language for LK8000
# and it should always exist. Do not change ENG_MSG.TXT!
#
# ATTENTION> Max number of tokens is defined in LKLanguage as MAX_MESSAGES
#
# All lines that are empty, or starting with a # , are ignored.
# DEVELOPERS ADDING NEW MESSAGES HERE SHOULD REQUEST A NUMBERING SLOT TO PAOLO

_@M1_ " Diff"
_@M227_ "Alap"
_@M228_ "Töröl"
_@M229_ "Töröljem a fordulópontot?"
_@M230_ "Törlés"
_@M231_ "Részletek"
_@M232_ "Eszköz A"
_@M233_ "Eszköz B"
_@M234_ "Eszköz tipus"
_@M235_ "Dialógus ablakok"
_@M236_ "Direkt uticél"
_@M237_ "Irány"
_@M238_ "Irány"
_@M239_ "Nem használt"
_@M240_ "Szétkapcsolva"
_@M241_ "Látszik"
_@M242_ "Hátralévő táv"
_@M243_ "Táv"
_@M244_ "Távolság"
_@M245_ "Táv"
_@M246_ "Kiengedési idő"
_@M247_ "ETE"
_@M248_ "KILÉPÉS"
_@M249_ "Betű szerkesztés"
_@M250_ "Start pontok szerkesztése"
_@M251_ "Szöveg szerkesztése"
_@M252_ "Szerk."
_@M253_ "Hatásfok"
_@M254_ "Szükséges siklószám"
_@M255_ "Magasság"
_@M256_ "Smaragdzöld"
_@M257_ "Üres térképszín"
_@M258_ "Enged"
_@M259_ "Engedélyezve"
_@M260_ "Mérnöki Menü"
_@M261_ "Szám beadás"
_@M262_ "MC ekvivalens"
_@M263_ "Hiba a feladat mentése közben!"
_@M264_ "Hiba a feladat fájl-ban!"
_@M265_ "Hiba! A feladat nincs deklarálva!"
_@M266_ "Hiba"
_@M267_ "Becsült feladat idő"
_@M268_ "Események"
_@M269_ "Kizárva"
_@M270_ "Számíts a korai érkezésre"
_@M271_ "Szakértő"
_@M272_ "Kiterjesztett VisualGlide"
_@M273_ "Kiterjesztett"
_@M274_ "FAI szektor"
_@M275_ "FAI cél magasság"
_@M276_ "FAI cél magasság"
_@M277_ "VÁLTÁS A MÁSIK GPS PORTRA:"
_@M278_ "HAMIS"
_@M279_ "FLARM DETEKTÁLVA"
_@M280_ "FLARM térképen"
_@M281_ "REPÜLÉS"
_@M282_ "Reptér"
_@M283_ "Fájl böngésző"
_@M284_ "Fájl tipus"
_@M285_ "Fájl"
_@M286_ "Szűrő"
_@M287_ "Szűrő..."
_@M288_ "Végsiklás automatikus"
_@M289_ "Végsiklás forced BE"
_@M290_ "Végsiklás"
_@M291_ "Cél magasság min"
_@M292_ "Cél min magasság"
_@M293_ "Cél min magasság"
_@M294_ "Vég radiál"
_@M295_ "Cél sugár"
_@M296_ "Cél sugár"
_@M297_ "Cél tipusa"
_@M298_ "Cél tipusa"
_@M299_ "Cél"
_@M300_ "Befejezve"
_@M301_ "Első 3"
_@M302_ "Első 5"
_@M303_ "Fix érvénytelen"
_@M304_ "Konstans"
_@M305_ "Repülés visszajátszás"
_@M306_ "Repülési idő"
_@M307_ "Szabad"
_@M308_ "Freq"
_@M309_ "Cs.társ kódja"
_@M310_ "Teljes nyíl"
_@M311_ "Teljes matrica"
_@M312_ "Teljes"
_@M313_ "GA Repülőgép"
_@M314_ "KAPU NYITVA"
_@M315_ "KAPU"
_@M316_ "KAPUK ZÁRVA"
_@M317_ "KOMM.HIBÁK JELZÉSE KI"
_@M318_ "GPS Mag.Offszet"
_@M319_ "GPS lock"
_@M320_ "Kapuk időtartama"
_@M321_ "Műszerek"
_@M322_ "Geoid magasság komp."
_@M323_ "Szellem"
_@M324_ "Siklópálya jelző módja"
_@M325_ "Gép Poláris"
_@M326_ "Elérhető táv vonala"
_@M327_ "Gép poziciója"
_@M328_ "Vitorlázó gép"
_@M329_ "Menj haza"
_@M330_ "Menj"
_@M331_ "Zöld"
_@M332_ "Szürke"
_@M333_ "Fél matrica"
_@M334_ "Gép handicap"
_@M335_ "Magasság"
_@M336_ "Súgó"
_@M337_ "Mértékegys.eltüntetése"
_@M338_ "High Alps"
_@M339_ "Magas"
_@M340_ "Magas kontraszt"
_@M341_ "HighScore Stílus"
_@M342_ "Magasabb"
_@M343_ "Start IN (Kilépés)"
_@M344_ "PONTATLAN HALADÁSI IRÁNY VAGY TÚL ERŐS SZÉL"
_@M345_ "ÉRVÉNYTELEN SEBESSÉG"
_@M346_ "IPhone 'gesztusok'"
_@M347_ "NYITVA VAN"
_@M348_ "Ikon"
_@M349_ "Mellőz"
_@M350_ "Beleértve"
_@M351_ "Info box címek"
_@M352_ "Info box érték pici"
_@M353_ "Info box érték"
_@M354_ "InfoBox paszta"
_@M355_ "Infobox geometria"
_@M356_ "Információ"
_@M357_ "Fordulópont beszúr"
_@M358_ "Feladatba beszúr"
_@M359_ "Benne"
_@M360_ "Érvénytelen régi feladat formátum!"
_@M361_ "Inverz f-f szinek"
_@M362_ "Inverz szinek"
_@M363_ "Inverz szinek"
_@M364_ "Invertált"
_@M365_ "Dőlt"
_@M366_ "TOVÁBB TARTSD STABILAN A SEBESSÉGET"
_@M367_ "TOVÁBB TARTSD EGYENESEN AZ IRÁNYT"
_@M368_ "TOVÁBB TARTSD STABILAN A SEBESSÉGET ÉS AZ IRÁNYT"
_@M369_ "TARTSD TOVÁBB A SEBESSÉGET"
_@M370_ "Billentyűzet"
_@M371_ "Siklószám átlagol. idő"
_@M372_ "UTOLSÓ KAPU NYITVA"
_@M373_ "LCD sötétzöld"
_@M374_ "LCD zöld"
_@M375_ "Rendszer profilok"
_@M376_ "LK8000 Forgalom"
_@M377_ "LKoogle alföld"
_@M378_ "LKoogle hegyek"
_@M379_ "Cimkék"
_@M380_ "Leszállóknál és ford.pontoknál"
_@M381_ "Leszállók ikonja"
_@M382_ "Csak leszállóknál"
_@M383_ "Leszálló cimkék stílusa"
_@M384_ "Leszálló cimkék értéke"
_@M385_ "Leszállók"
_@M386_ "Leszállási idő"
_@M387_ "Nyelv"
_@M388_ "Bal"
_@M389_ "Kevesebb"
_@M390_ "Emelkedés"
_@M391_ "Világos zöld"
_@M392_ "Világos szürke"
_@M393_ "Vonal"
_@M394_ "Élő"
_@M395_ "Ennek ellenére betöltsem?"
_@M396_ "Feladat betöltése"
_@M397_ "Betöltsem ezt a profilt?"
_@M398_ "Betöltés"
_@M399_ "Légtér fájl Betöltése..."
_@M400_ "Fordulópont jegyzet fájl betöltése..."
_@M401_ "Helyi idő"
_@M402_ "Helyi idő"
_@M403_ "Zárva"
_@M404_ "Logger hiba"
_@M405_ "Logger ID"
_@M406_ "Logger ID:"
_@M407_ "Logger visszajátszás"
_@M408_ "Logger inaktív, nincs elég tárterület!"
_@M409_ "Logger"
_@M410_ "Hosszú"
_@M411_ "Keresés"
_@M412_ "Low Alps"
_@M413_ "Low lands"
_@M414_ "Alacsony"
_@M415_ "Alacsonyabb"
_@M416_ "McCready érték"
_@M417_ "Bíborvörös"
_@M418_ "Kézi"
_@M419_ "Térkép zárolása"
_@M420_ "Térkép fájl"
_@M421_ "Térkép cimkék KI"
_@M422_ "Térkép cimkék BE"
_@M423_ "Térkép cimkék TOPO"
_@M424_ "Térkép fordulópontok"
_@M425_ "Határ"
_@M426_ "Hely jelölése"
_@M427_ "Középpont jelölése"
_@M428_ "Max hőfok"
_@M429_ "Max mag.nyerés"
_@M430_ "Max cimkék"
_@M431_ "Közepes települések"
_@M432_ "Közepes utak"
_@M433_ "Közepes"
_@M434_ "Menü eltüntetése"
_@M435_ "Menü"
_@M436_ "Metrikus"
_@M437_ "Min. merülés"
_@M438_ "Több"
_@M439_ "Hegyvidéki"
_@M440_ "Mozgat le"
_@M441_ "Mozgat fel"
_@M442_ "Fp Mozgat le"
_@M443_ "Fp Mozgat fel"
_@M444_ "Mozgat"
_@M445_ "Mozog"
_@M446_ "Üzenet ablak"
_@M447_ "Multitarget menü"
_@M448_ "Multitarget váltó"
_@M449_ "NMEA ellenőrző összeg"
_@M450_ "Név"
_@M451_ "Név"
_@M452_ "Név:"
_@M453_ "Nevek a feladatban"
_@M454_ "Nevek"
_@M455_ "Tengeri mérföld"
_@M456_ "Közeli fp."
_@M457_ "Új Fordulópont"
_@M458_ "Új profil"
_@M459_ "Új"
_@M460_ "Követk. >"
_@M461_ "Következő fordulópont"
_@M462_ "Nincs Aktív Fordulópont!"
_@M463_ "Semmi"
_@M464_ "Nem vitorla"
_@M465_ "Nincs otthon ahova menj!"
_@M466_ "Nincs egyezés!"
_@M467_ "nincs betölthető feladat"
_@M468_ "Nincs feladat"
_@M469_ "Nincs figyelm."
_@M470_ "Nincs adat"
_@M471_ "No fix"
_@M472_ "Nem vitorla"
_@M473_ "Leszállók nélkül"
_@M474_ "Nincs logger csatlakoztatva"
_@M475_ "Nincs matrica"
_@M476_ "Nincs feladat"
_@M477_ "Nincs érv.út"
_@M478_ "Nincs fordulópont fájl kiválasztva, nem lehet menteni."
_@M479_ "Nincs"
_@M480_ "Normál"
_@M481_ "Észak fent okosan"
_@M482_ "Észak fent körözésben"
_@M483_ "Észak van fent"
_@M484_ "Észak/útvonal"
_@M485_ "Észak fent zoom szint"
_@M486_ "Nincs elég memória a fordulópontokhoz"
_@M487_ "Number:"
_@M488_ "Számok"
_@M489_ "KI (G)"
_@M490_ "KI (nem G)"
_@M491_ "KI"
_@M492_ "Érvényteleníted a deklarációt?"
_@M493_ "OLC szabályok"
_@M494_ "BE (G)"
_@M495_ "BE (nem G)"
_@M496_ "BE/Fixált"
_@M497_ "BE/Méretez"
_@M498_ "Start OUT (Belépés)"
_@M499_ "Ki"
_@M500_ "OnLine Verseny"
_@M501_ "Online verseny"
_@M502_ "Csak az LKMaps térképek konfigurálhatók!"
_@M503_ "Ez a művelet tiltott a KLUB eszközökön!"
_@M504_ "Optimizál"
_@M505_ "Narancs"
_@M506_ "Elforgatás"
_@M507_ "Egyéb"
_@M508_ "Matricák szine"
_@M509_ "Felülírjam a profilt?"
_@M510_ "Felülírjam?"
_@M511_ "PC/normál"
_@M512_ "PDA/normál"
_@M513_ "Ernyő/Sárkány idő kapuk"
_@M514_ "TÁPELLÁTÁS MEGSZŰNT"
_@M515_ "TÁPELLÁTÁS OK"
_@M516_ "PROFILOK"
_@M517_ "Oldal vissza"
_@M518_ "Mozg. középre"
_@M519_ "Panoráma trigger"
_@M520_ "Siklóernyő/Sárkány"
_@M521_ "Beill."
_@M522_ "Benzin"
_@M523_ "Picker"
_@M524_ "Pilóta neve"
_@M525_ "Pilóta neve:"
_@M526_ "Dőlés"
_@M527_ "Lépj ki az LK8000-ből és reseteld a készüléked.\n"
_@M528_ "Polár fájl"
_@M529_ "Polling"
_@M530_ "Port"
_@M531_ "Nyomás"
_@M532_ "Profil"
_@M533_ "Profil már létezik!"
_@M534_ "Profil betöltve!"
_@M535_ "Profil elmentve!"
_@M536_ "Tiltott területek"
_@M537_ "Tiltott"
_@M538_ "ÖSSZES KOMM.PORT RESETELÉSE"
_@M539_ "ÚJRAINDULÁS"
_@M540_ "RX szál nem fejeződött be!"
_@M541_ "Radiál"
_@M542_ "Vasutak"
_@M543_ "Hol van"
_@M544_ "Seb."
_@M545_ "Frissít"
_@M546_ "Rel. irányszög"
_@M547_ "Rel.irányszög"
_@M548_ "Hátralévő távolság"
_@M549_ "Hátralévő idő"
_@M550_ "Fordulópont törlés"
_@M551_ "Töröljem az aktív fordulópontot?"
_@M552_ "Törlés a feladatból"
_@M553_ "Törlés"
_@M554_ "Átnevez"
_@M555_ "Kicserél a feladatban"
_@M556_ "Alapra állít"
_@M557_ "Nullázzam a QFE-t?"
_@M558_ "Reseteljem és újraindítsam a komm.portokat?"
_@M559_ "QFE nullázása"
_@M560_ "Reset"
_@M561_ "Indítsd újra az LK8000-et a beállítások érvényesítéséhez."
_@M562_ "Feladat újraindítása"
_@M563_ "Újraindítsam a feladatot?"
_@M564_ "Korlátozott területek"
_@M565_ "Korlátozott"
_@M566_ "Újra"
_@M567_ "Puskaszürke"
_@M568_ "Jobb"
_@M569_ "SIM"
_@M570_ "SZIMULÁCIÓ"
_@M571_ "START"
_@M572_ "STF kockázati tényező"
_@M573_ "KIENGEDÉS MEGÁLLT"
_@M574_ "Biztonsági McCready"
_@M575_ "Bizt. mag. használata"
_@M576_ "Biztonsági magasság"
_@M577_ "Biztonsági zár"
_@M578_ "Műholdak"
_@M579_ "Mentsem?"
_@M580_ "Mentés másként.."
_@M581_ "Mentsem a fordulópont fájl változásait?"
_@M582_ "Mentés újként"
_@M583_ "Mentés"
_@M584_ "Pont"
_@M585_ "Képernyő adatok"
_@M586_ "Szektor sugár"
_@M587_ "Szektor sugár"
_@M588_ "Szektor tipus"
_@M589_ "Szektor tipus"
_@M590_ "Szektor"
_@M591_ "Válassz légteret"
_@M592_ "Válassz fordulópontot"
_@M593_ "Válassz színt"
_@M594_ "Válassz mintát"
_@M595_ "Kiválaszt"
_@M596_ "Soros mód"
_@M597_ "Legyen Alter 1"
_@M598_ "Legyen Alter 2"
_@M599_ "Cs.társ kód"
_@M600_ "Cs.társ kód"
_@M601_ "McCready beállít"
_@M602_ "Alternatív 1-nek beállít"
_@M603_ "Alternatív 2-nek beállít"
_@M604_ "Csapat ref.nak beállít"
_@M605_ "Hazai reptérnek beállít"
_@M606_ "H.táv megad"
_@M607_ "Maradékseb. megad"
_@M608_ "Beállítás..."
_@M609_ "Árnyék"
_@M610_ "Árnyalás"
_@M611_ "Rövid fájl név"
_@M612_ "Rövid"
_@M613_ "Légterek megjelenítése KI"
_@M614_ "Légterek megjelenítése BE"
_@M615_ "Óra megjelenítése"
_@M616_ "Jelentős szél változás"
_@M617_ "Kis települések"
_@M618_ "Kis utak"
_@M619_ "Kisebb települések"
_@M620_ "Nyomvonal KI"
_@M621_ "Nyomvonal BE (Teljes)"
_@M622_ "Nyomvonal BE (Hosszú)"
_@M623_ "Nyomvonal BE (Rövid)"
_@M624_ "Hangok KI"
_@M625_ "Hangok BE"
_@M626_ "Sp"
_@M627_ "Sebesség"
_@M628_ "Seb. elért"
_@M629_ "Seb. átlag"
_@M630_ "Seb. becsült"
_@M631_ "Seb. maradék"
_@M632_ "Sebesség"
_@M633_ "Sprint"
_@M634_ "Standard"
_@M635_ "Start"
_@M636_ "Start Anyway"
_@M637_ "Start Logger"
_@M638_ "Start mag."
_@M639_ "Start mag. bázisa"
_@M640_ "Start mag. bázisa"
_@M641_ "Start max magasság"
_@M642_ "Start max magasság"
_@M643_ "Start max sebesség"
_@M644_ "Start max sebesség"
_@M645_ "Start maxmag. toler."
_@M646_ "Start maxseb. toler."
_@M647_ "Start pont"
_@M648_ "Start radiál"
_@M649_ "Start sugara"
_@M650_ "Start sugara"
_@M651_ "Start szabályok megszegve"
_@M652_ "Start szabályok megszegve\r\nde még határokon belül"
_@M653_ "Start sebesség"
_@M654_ "Start ideje"
_@M655_ "Start tipusa"
_@M656_ "Start tipus"
_@M657_ "Start"
_@M658_ "Statisztika ablak"
_@M659_ "Státusz üzenet"
_@M660_ "Státusz"
_@M661_ "Státusz: Repülőgép"
_@M662_ "Státusz: Külső eszköz"
_@M663_ "Státusz: Szabályok"
_@M664_ "Státusz: Rendszer"
_@M665_ "Státusz: Feladat"
_@M666_ "Státusz: Idők"
_@M667_ "Szárazföldi mérföld"
_@M668_ "Stabil"
_@M669_ "Stop Logger"
_@M670_ "Stop"
_@M671_ "Napnyugta"
_@M672_ "Tápfeszültség"
_@M673_ "Rendszer státusz"
_@M674_ "CÉL HÁTUL LÁTHATÓ"
_@M675_ "CÉL ZÁROLVA"
_@M676_ "FELADAT ÚJRAINDÍTVA"
_@M677_ "IGAZ"
_@M678_ "FORD"
_@M679_ "Fül"
_@M680_ "Felsz. idő"
_@M681_ "Cél seb."
_@M682_ "Cél fent körözéskor"
_@M683_ "Cél zárolva"
_@M684_ "Cél"
_@M685_ "Feladat számító"
_@M686_ "Feladat deklarálva!"
_@M687_ "Feladat vége"
_@M688_ "Feladat áttekint"
_@M689_ "Feladat pont"
_@M690_ "Szabályok"
_@M691_ "Feladat sebessége"
_@M692_ "Feladat Start"
_@M693_ "Feladat Státusz"
_@M694_ "Feladat deklarálva"
_@M695_ "Feladat távolság"
_@M696_ "Feladat fájl már létezik"
_@M697_ "Feladat sebesség"
_@M698_ "Hátralévő idő"
_@M699_ "Feladat"
_@M700_ "Csapatkód"
_@M701_ "Hőmérséklet görbe"
_@M702_ "Terep fényerő"
_@M703_ "Terep szinei"
_@M704_ "Terep kontraszt"
_@M705_ "Terep megjelenítés"
_@M706_ "Terep fájl"
_@M707_ "Terep feletti bizt. mag."
_@M708_ "Terep"
_@M709_ "Terep\nKI"
_@M710_ "Szöveg beviteli mód"
_@M711_ "Szöv.:"
_@M712_ "Termikerő oszlop"
_@M713_ "Termik Orbiter"
_@M714_ "Termik magasság"
_@M715_ "Termik kereső"
_@M716_ "Ez a fordulópont csak olvasható"
_@M717_ "Idő"
_@M718_ "Mintavételi idő körözéskor"
_@M719_ "Mintavételi idő sikláskor"
_@M720_ "Idő"
_@M721_ "Időzítés"
_@M722_ "Váltás Térkép<>Közös"
_@M723_ "Váltás Térkép<>Leszállók"
_@M724_ "Váltás Térkép<>Forgalom"
_@M725_ "Váltás Térkép<>Akt. oldal"
_@M726_ "Váltás matricák között"
_@M727_ "Túl sok fordulópont a feladatban!"
_@M728_ "Képernyő fenti rész"
_@M729_ "Teteje"
_@M730_ "Balrafent"
_@M731_ "Topológia Zoom Szintek"
_@M732_ "Topológia beállítások elmentve."
_@M733_ "Topológia megjelenítés"
_@M734_ "Topológia cimkék"
_@M735_ "Összes:"
_@M736_ "Útirányjelző vonal"
_@M737_ "Repirány van fent"
_@M738_ "Forgalom"
_@M739_ "Nyomv. sodrás"
_@M740_ "Nyomvonal hossza"
_@M741_ "Nyomvonal szélessége"
_@M742_ "Háromszög"
_@M743_ "True Type"
_@M744_ "TrueWind sebesség"
_@M745_ "TrueWind időtartam"
_@M746_ "TrueWind frissítve!"
_@M747_ "Feladat start idő"
_@M748_ "Feladat időablakok"
_@M749_ "Fordulópont"
_@M750_ "Fordulópont szűrő"
_@M751_ "Tipus"
_@M752_ "Tipus"
_@M753_ "ISMERETLEN!"
_@M754_ "FELOLD"
_@M755_ "BARO MAGASSÁG HASZNÁLVA"
_@M756_ "BARO MAGASSÁG HASZNÁLVA"
_@M757_ "GPS MAGASSÁG HASZNÁLVA"
_@M758_ "UTC Offszet"
_@M759_ "Port beállítások nem módosíthatók"
_@M760_ "Soros port időzítők beállítása nem sikerült"
_@M761_ "RX szál indítása sikertelen"
_@M762_ "Port megnyitása sikertelen"
_@M763_ "Keret nélkül, nincs m.egység"
_@M764_ "Keret nélkül, mértékegységgel"
_@M765_ "Ismeretlen"
_@M766_ "GPS idő használata"
_@M767_ "Baro mag. használata be/ki"
_@M768_ "McCready használat"
_@M769_ "Átlag siklósz.haszn."
_@M770_ "Baro mag. használata"
_@M771_ "Fekete keret"
_@M772_ "V elért"
_@M773_ "V marad"
_@M774_ "Megengedett seb."
_@M775_ "VIRTUAL Ford.pont"
_@M776_ "Érvényes cél"
