# LK8000 CZECH MESSAGES - CZE_MSG.TXT
# MASTER UPDATED:  140126
#
# This file is loaded on startup and all messages are stored internally.
# If you are translating these messages, try to respect sizes.
# The first _@Mn_  are the indexes, and you cannot change them!
#
# Please note that ENG_MSG.TXT is the english master language for LK8000
# and it should always exist. Do not change ENG_MSG.TXT.
#
# ATTENTION> Max number of tokens is defined in LKLanguage as MAX_MESSAGES
#
# If you add messages, as a developer, do not recycle numbers, because translations assume
# that a nonexisting token should be replaced by the english original.
# But if a old token was translated, it will still appear like that, wrong!
##
# All lines that are empty, or starting with a # , are ignored.
# DEVELOPERS ADDING NEW MESSAGES HERE SHOULD REQUEST A NUMBERING SLOT ON GITHUB

_@M1_ " Diff"
_@M171_ "Rádius točení"
_@M172_ "Zvětšení při točení ZAP"
_@M173_ "Zvětšení při točení VYP"
_@M174_ "Zvětšení při točení "
_@M175_ "Točení"
# 176 UNUSED after v2.3
_@M176_ "Klasický"
_@M177_ "Vymazat alternativy"
_@M178_ "Vymazat úlohu"
_@M179_ "Vymazat úlohu?"
_@M180_ "Vymazat"
_@M181_ "Tendence stoupání"
_@M182_ "Stoupání"
_@M183_ "Výška ořezání "
_@M184_ "Ořezání"
_@M185_ "Zavřít "
_@M186_ "Zavřít"
_@M187_ "Základna mraku"
_@M188_ "Kód"
_@M189_ "Barvy"
_@M190_ "Komentář"
_@M191_ "Komentář: "
_@M192_ "Časté"
_@M193_ "Spojení s Volksloggerem"
_@M194_ "CompeGPS Waypoint"
_@M195_ "Nastavení"
_@M196_ "Nastavit Volitelné Klávesy"
_@M197_ "Nastavit topologii"
_@M198_ "Potvrdit ukončení?"
_@M199_ "Připojeno"
_@M200_ "Kopie"
_@M201_ "Nelze otevřít soubor IGC!"
_@M202_ "Přiblížení při přeskoku "
_@M203_ "Klouzavost při letu"
_@M204_ "Současná pozice aktualizována"
_@M205_ "Volitelní klávesy"
_@M206_ "Vlastní polára "
_@M207_ "Nastavení volitelných kláves uloženo"
_@M208_ "Upravit fonty"
_@M209_ "Azurová"
_@M210_ "Cylindr"
_@M211_ "DAT otočáky"
_@M212_ "VYPUSTIT ZÁTĚŽ"
_@M213_ "Nebezpečná oblast"
_@M214_ "Nebezpečné oblasti"
_@M215_ "Tmavě šedá"
_@M216_ "Tmavě bílá"
_@M217_ "Tmavě šedá"
_@M218_ "Tmavě modrá"
_@M219_ "Datum"
_@M220_ "Doba rozpoznání "
_@M221_ "Deklarovat úlohu?"
_@M222_ "Deklarovat"
_@M223_ "Deklarováno"
_@M224_ "Ořezat plochy "
_@M225_ "Ořezat waypointy "
_@M226_ "Zákl. přiblížení mapy"
_@M227_ "Základní"
_@M228_ "Del"
_@M229_ "Smazat waypoint?"
_@M230_ "Smazat"
_@M231_ "Detaily"
_@M232_ "Zařízení A"
_@M233_ "Zařízení B"
_@M234_ "Model zařízení "
_@M235_ "Boxy s dialogy"
_@M236_ "Letět přímo na"
_@M237_ "Směr "
_@M238_ "Směr"
_@M239_ "Zakázat"
_@M240_ "Odpojen"
_@M241_ "Zobrazení"
_@M242_ "Zbývající vzdálenost"
_@M243_ "Vzdálenost "
_@M244_ "Vzdálenost "
_@M245_ "Vzdálenost"
_@M246_ "Doba vypuštění zátěže "
_@M247_ "ETE"
_@M248_ "UKONČIT"
_@M249_ "Upravit Fonty"
_@M250_ "Upravit startovní místa"
_@M251_ "Upravit text"
_@M252_ "Upravit"
_@M253_ "Klouzavost "
_@M254_ "Požadovaná klouzavost"
_@M255_ "Nadmořská výška"
_@M256_ "Smaragdově zelená"
_@M257_ "Prázdná barva mapy "
_@M258_ "Povolit"
_@M259_ "Povoleno"
_@M260_ "Engineering Menu*"
_@M261_ "Vložte číslo"
_@M262_ "Ekvivalentní MC"
_@M263_ "Chyba při ukládání úlohy!"
_@M264_ "Chyba v souboru s úlohou!"
_@M265_ "Chyba! Úloha NEBYLA deklarována!"
_@M266_ "Chyba"
_@M267_ "Očekávaná doba úlohy"
_@M268_ "Události "
_@M269_ "Vyloučit"
_@M270_ "Očekávejte brzký návrat z úlohy"
_@M271_ "Expert"
_@M272_ "Rozšířený VisualGlide "
_@M273_ "Rozšířeno"
_@M274_ "FAI Sektor"
_@M275_ "FAI cílová výška "
_@M276_ "FAI cílová výška"
_@M277_ "FALLBACK - POUŽITA GPS NA PORTU"
_@M278_ "CHYBNÝ"
_@M279_ "FLARM DETEKOVÁN"
_@M280_ "FLARM na mapě "
_@M281_ "LET"
_@M282_ "Pole"
_@M283_ "Prohlížeč souborů"
_@M284_ "Typ souboru"
_@M285_ "Soubor"
_@M286_ "Filtr"
_@M287_ "Filtr..."
_@M288_ "Automatický dokluz"
_@M289_ "Vynucený dokluz ZAP"
_@M290_ "Finální dokluz"
_@M291_ "Min výška v cíli"
_@M292_ "Min výška v cíli "
_@M293_ "Min výška v cíli"
_@M294_ "Cílový radiál"
_@M295_ "Poloměr cíle "
_@M296_ "Poloměr cíle"
_@M297_ "Typ cíle "
_@M298_ "Typ cíle"
_@M299_ "Cíl"
_@M300_ "Dokončeno"
_@M301_ "První 3"
_@M302_ "Prvních 5"
_@M303_ "Fix neplatný"
_@M304_ "Fixed"
_@M305_ "Přehrávání letu"
_@M306_ "Doba letu"
_@M307_ "Volný"
_@M308_ "Freq"
_@M309_ "Kód přítele"
# 310 REMOVED after v2.3
_@M310_ "Plná šipka"
_@M311_ "Všechny vrstvy"
_@M312_ "Celá"
_@M313_ "Letoun"
_@M314_ "BRÁNA OTEVŘENA"
_@M315_ "BRÁNA"
_@M316_ "BRÁNA ZAVŘENA"
_@M317_ "TICHÝ MÓD PŘI HLÁŠENÍ COM"
_@M318_ "Úprava GPS výšky "
_@M319_ "GPS zachycen"
_@M320_ "Interval bran "
_@M321_ "Budíky"
_@M322_ "Výška geoidu "
_@M323_ "Duch "
_@M324_ "Indikátor dokluzu "
_@M325_ "Polára větroně"
_@M326_ "Dokluzová linie terénu "
_@M327_ "Poloha větroně "
_@M328_ "Větroň"
_@M329_ "Jít domů"
_@M330_ "Jít na"
_@M331_ "Zelená"
_@M332_ "Šedá"
_@M333_ "Poloviční vrstvy"
_@M334_ "Handicap "
_@M335_ "Výška"
_@M336_ "Pomoc"
_@M337_ "Skrýt jednotky "
_@M338_ "Vysoké Aply"
_@M339_ "Vysoké"
_@M340_ "Vysoký kontrast"
# 341 REMOVED after v2.3
_@M341_ "HighScore Styl"
# 342 UNUSED after v2.3
_@M342_ "Výše"
_@M343_ "UVNITŘ (opuštění)"
_@M344_ "NEPŘESNÝ KURZ NEBO PŘÍLIŠ SILNÝ VÍTR"
_@M345_ "NEPLATNÁ RYCHLOST"
_@M346_ "iPhone gesta "
_@M347_ "JE OTEVŘEN"
_@M348_ "Ikona "
_@M349_ "Ignorovat"
_@M350_ "Zahrnout"
_@M351_ "InfoBox názvy"
# 352 REMOVED after v2.3
_@M352_ "InfoBox hodnoty malé"
_@M353_ "InfoBox hodnoty"
_@M354_ "InfoBox vložit"
# 355 REMOVED after v2.3
_@M355_ "Infobox Geometrie "
_@M356_ "Informace"
_@M357_ "Vložit waypoint"
_@M358_ "Vložit do úlohy"
_@M359_ "Uvnitř"
_@M360_ "Neplatný / starý formát úlohy!"
_@M361_ "Přehodit č/b barvy "
_@M362_ "Přehozené barvy "
_@M363_ "Přehodit barvy"
_@M364_ "Přehozeny"
_@M365_ "Kurzíva"
_@M366_ "UDRŽUJTE PROSÍM DÉLE KONSTANTNÍ RYCHLOST"
_@M367_ "UDRŽUJTE PROSÍM DÉLE KURZ"
_@M368_ "UDRŽUJTE PROSÍM DÉLE KURZ A RYCHLOST"
_@M369_ "UDRŽUJTE PROSÍM DÉLE RYCHLOST"
# 370 REMOVED after v2.3
_@M370_ "Klávesnice"
_@M371_ "L/D Průměrná doba "
_@M372_ "POSLEDNÍ BRÁNA OTEVŘENA"
_@M373_ "LCD tmavě zelená"
_@M374_ "LCD zelená"
_@M375_ "Profily systému"
_@M376_ "LK8000 Provoz"
_@M377_ "LKoogle nížiny"
_@M378_ "LKoogle hory"
_@M379_ "Značky "
_@M380_ "Přistávací plochy a otočáky"
_@M381_ "Přistávací plochy "
_@M382_ "Pouze přistávací plochy"
_@M383_ "Styl přistávacích ploch "
_@M384_ "Hodnota pro přistání "
_@M385_ "Přistávací plochy"
_@M386_ "Čas přistání"
_@M387_ "Jazyk "
_@M388_ "Vlevo "
# 389 UNUSED after v2.3
_@M389_ "Méně"
_@M390_ "Stoupák "
_@M391_ "Světle zelená"
_@M392_ "Světle šedá"
_@M393_ "Páska"
_@M394_ "Živě "
_@M395_ "Přesto nahrát?"
_@M396_ "Nahrát úlohu"
_@M397_ "Nahrát tento profil?"
_@M398_ "Nahrát"
_@M399_ "Nahrávám soubor s prostory..."
_@M400_ "Nahrávám soubor s poznámkami k WP..."
_@M401_ "Místní čas "
_@M402_ "Místní čas"
_@M403_ "Zamčeno"
_@M404_ "Chyba Loggeru "
_@M405_ "Logger ID"
_@M406_ "Logger ID: "
_@M407_ "Přehrát Záznam "
_@M408_ "Logger není aktivní, nedostatek místa!"
_@M409_ "Logger"
_@M410_ "Dlouhá"
_@M411_ "Vyhledat"
_@M412_ "Nízké Alpy"
_@M413_ "Nížiny"
_@M414_ "Nízké"
# 415 UNUSED after v2.3
_@M415_ "Níže"
_@M416_ "Hodnota MacCready "
_@M417_ "Magenta"
_@M418_ "Ručně"
# 419 no more used after 2.3
_@M419_ "Uzamčení Mapy "
_@M420_ "Mapy "
_@M421_ "Značky na mapě VYP"
_@M422_ "Značky na mapě ZAP"
_@M423_ "Značky na mapě TOPO"
_@M424_ "Waypointy na mapě"
_@M425_ "Tolerance "
_@M426_ "Pozice značky"
_@M427_ "Značka uprostřed"
_@M428_ "Max teplota "
_@M429_ "Max zisk výšky"
_@M430_ "Max značek "
_@M431_ "Střední města "
_@M432_ "Střední cesty "
_@M433_ "Střední"
_@M434_ "Doba zobrazení menu "
_@M435_ "Menu"
_@M436_ "Metrické"
_@M437_ "Min opadání"
# 438 UNUSED after v2.3
_@M438_ "Více"
_@M439_ "Hornatý"
_@M440_ "Posun dolů"
_@M441_ "Posun nahoru"
_@M442_ "Posun WP dolů"
_@M443_ "Posun WP nahoru"
_@M444_ "Pohnout"
_@M445_ "Pohybuji"
# 446 REMOVED after v2.3
_@M446_ "Okno zpráv "
_@M447_ "Menu více cílů"
_@M448_ "Přepínat mezi cíly"
_@M449_ "NMEA Kontrolní součet "
_@M450_ "Jméno "
_@M451_ "Jméno"
_@M452_ "Jméno: "
_@M453_ "Názvy v úloze"
_@M454_ "Jmény"
_@M455_ "Námořní"
_@M456_ "Blízko"
_@M457_ "Nový Waypoint"
_@M458_ "Nový profil"
_@M459_ "Nový"
_@M460_ "Další >"
_@M461_ "Příští otočák"
_@M462_ "Žádný aktivní Waypoint!"
_@M463_ "Chybí Vše"
_@M464_ "Chybí Větroň"
_@M465_ "Chybí Domov!"
_@M466_ "Nepasuje to!"
_@M467_ "Chybí Úloha k nahrání"
_@M468_ "Chybí Úloha"
_@M469_ "Chybí Varování"
_@M470_ "Chybí Data"
_@M471_ "Chybí GPS zaměření"
_@M472_ "Žádné větroně"
_@M473_ "Nezobrazovat přistávací plochy"
_@M474_ "Žádný logger není připojen"
#475 unused since 3.1i
_@M475_ "Žádné vrstvy"
_@M476_ "Chybí úloha"
_@M477_ "Chybí platná trasa"
_@M478_ "Nebyl vybrán waypoint, nelze uložit."
_@M479_ "Žádná"
_@M480_ "Normální"
_@M481_ "Chytrý sever"
_@M482_ "Severn nahoře při točení"
_@M483_ "Sever nahoře"
_@M484_ "Sever/let"
_@M485_ "Sever nahoře "
_@M486_ "Nedostatek paměti na další waypointy"
_@M487_ "Číslo: "
_@M488_ "Čísla"
_@M489_ "VYP (G)"
_@M490_ "VYP (bez G)"
_@M491_ "VYP"
_@M492_ "Je zneplatnění deklarace OK?"
_@M493_ "Pravidla OLC"
_@M494_ "ZAP (G)"
_@M495_ "ZAP (bez G)"
_@M496_ "ZAP/Fixed"
_@M497_ "ZAP/Škálováno"
_@M498_ "ZVENKU (vstup)"
_@M499_ "Vyp"
_@M500_ "Pravidla pro optimalizaci"
_@M501_ "Pravidla optimalizace "
_@M502_ "Pouze LKMaps mohou být upraveny, promiň!"
_@M503_ "Operace zakázána na klubových zařízeních"
_@M504_ "Spočti"
_@M505_ "Oranžová"
_@M506_ "Orientace "
_@M507_ "Jiné"
_@M508_ "Barva vrstev "
_@M509_ "Přepsat profil?"
_@M510_ "Přepsat?"
_@M511_ "PC/normální"
_@M512_ "PDA/normální"
_@M513_ "PG/Rogalo Časové Brány"
_@M514_ "ZDROJ NAPÁJENÍ VYPNUT"
_@M515_ "ZDROJ NAPÁJENÍ ZAPNUT"
_@M516_ "PROFIL"
_@M517_ "O stranu zpět"
_@M518_ "Posun do středu"
_@M519_ "Panorama trigger"
_@M520_ "Paraglider/Rogalo"
_@M521_ "Vložit"
_@M522_ "Benzín"
_@M523_ "Picker"
_@M524_ "Jméno pilota"
_@M525_ "Jméno pilota: "
_@M526_ "Náklon"
_@M527_ "Ukončete prosím LK8000 a resetujte zařízení.\n"
_@M528_ "Složka s polárou "
_@M529_ "Polling"
_@M530_ "Port "
_@M531_ "Tlak "
_@M532_ "Profil "
_@M533_ "Profil již existuje"
_@M534_ "Profil nahrán!"
_@M535_ "Profil uložen!"
_@M536_ "Zakázaná oblast"
_@M537_ "Zakázáno"
_@M538_ "RESETOVAT VŠECHNY COM PORTY"
_@M539_ "RESTART"
_@M540_ "RX Vlákno nebylo ukončeno!"
_@M541_ "Radiála"
_@M542_ "Železnice "
_@M543_ "Dosah"
_@M544_ "Rychlost"
_@M545_ "Obnovit"
_@M546_ "Rel. Směr letu "
_@M547_ "Rel. Směr letu "
_@M548_ "Zbývající vzdálenost"
_@M549_ "Zbývající čas"
_@M550_ "Odstranit waypoint"
_@M551_ "Odstranit aktivní waypoint?"
_@M552_ "Odstranit z úlohy"
_@M553_ "Odstranit"
_@M554_ "Přejmenovat"
_@M555_ "Nahradit v úloze"
_@M556_ "Původní"
_@M557_ "Resetovat QFE?"
_@M558_ "Restartovat COM Porty?"
_@M559_ "Nastavit nulový QFE"
_@M560_ "Reset"
_@M561_ "Restartujte LK8000 pro uplatnění změn."
_@M562_ "Restartovat úlohu"
_@M563_ "Restartovat úlohu?"
_@M564_ "Omezené oblasti"
_@M565_ "Omezené"
_@M566_ "Zkusit znovu"
_@M567_ "Pušková šeď"
_@M568_ "Vpravo "
_@M569_ "SIM"
_@M570_ "SIMULOVAT"
_@M571_ "START"
# 572 REMOVED after v2.3
_@M572_ "STF faktor rizik "
_@M573_ "PŘESTAT VYPOUŠTĚT"
_@M574_ "Bezpečnostní MC "
_@M575_ "Režim bezp. výšky "
_@M576_ "Bezpečnostní výška "
_@M577_ "Bezpečnostní zámek "
_@M578_ "Satelity v dohledu"
_@M579_ "Uložit ?"
_@M580_ "Uložit jako.."
_@M581_ "Uložit změny v souboru s waypointy?"
_@M582_ "Uložit nový"
_@M583_ "Uložit"
_@M584_ "Skóre"
_@M585_ "Data na obrazovce "
_@M586_ "Pol. sektoru "
_@M587_ "Poloměr sektoru"
_@M588_ "Typ sektoru "
_@M589_ "Typ sektoru"
_@M590_ "Sektor"
_@M591_ "Vybrat prostor"
_@M592_ "Vybrat waypoint"
_@M593_ "Vybrat barvu"
_@M594_ "Vybrat vzor"
_@M595_ "Vybrat"
_@M596_ "Sériový režim "
_@M597_ "Nastavit Variantu 1"
_@M598_ "Nastavit Variantu 2"
_@M599_ "Nastavit Kód přítele"
_@M600_ "Nastavit Kód přítele"
_@M601_ "Nastavit MacCready"
_@M602_ "Nastavit jako Variantu 1"
_@M603_ "Nastavit jako Variantu 2"
_@M604_ "Nastavit jako Team Ref."
_@M605_ "Nastavit jako nový Domov"
_@M606_ "Nastavit dosah"
_@M607_ "Nastavit zbývající rychlost"
_@M608_ "Nastavení ..."
_@M609_ "Stín"
_@M610_ "Stínování "
_@M611_ "Krátké jméno souboru "
_@M612_ "Krátká"
_@M613_ "Zobrazit Prostor VYP"
_@M614_ "Zobrazit Prostor ZAP"
_@M615_ "Zobrazit hodiny "
_@M616_ "Výrazná změna větru"
_@M617_ "Malá města "
_@M618_ "Malé cesty "
_@M619_ "Menší města "
_@M620_ "Stopa VYP"
_@M621_ "Stopa ZAP Celá"
_@M622_ "Stopa ZAP Dlouhá"
_@M623_ "Stopa ZAP Krátká"
_@M624_ "Zvuky VYP"
_@M625_ "Zvuky ZAP"
_@M626_ "Rych "
_@M627_ "Rychlost "
_@M628_ "Dosažená rychlost"
_@M629_ "Průměrná rychlost"
_@M630_ "Očekávaná rychlost"
_@M631_ "Zbývající rychlost"
_@M632_ "Rychlost"
# 633 UNUSED after v2.3
_@M633_ "Sprint"
# 634 UNUSED after v2.3
_@M634_ "Standard"
_@M635_ "Start "
_@M636_ "Vynutit Start"
_@M637_ "Zapnout Záznam"
_@M638_ "Výška startu"
_@M639_ "Výška startu ref "
_@M640_ "Výška startu ref"
_@M641_ "Max výška startu "
_@M642_ "Max výška startu"
_@M643_ "Max rychlost startu "
_@M644_ "Max rychlost startu"
_@M645_ "Tolerance max výšky "
_@M646_ "Tolerance max rychl. "
_@M647_ "Startovní bod"
_@M648_ "Startovní radiála"
_@M649_ "Poloměr startu "
_@M650_ "Startovní poloměr"
_@M651_ "Porušena pravidla startu"
_@M652_ "Porušena pravidla startu\r\nale v mezích tolerance"
_@M653_ "Rychlost startu"
_@M654_ "Čas startu"
_@M655_ "Typ startu "
_@M656_ "Typ startu"
_@M657_ "Start"
_@M658_ "Zobrazení statistik"
_@M659_ "Zpráva o statutu "
_@M660_ "Status"
_@M661_ "Status: Letadlo"
_@M662_ "Status: Ext.Zařízení"
_@M663_ "Status: Pravidla"
_@M664_ "Status: Systém"
_@M665_ "Status: Úloha"
_@M666_ "Status: Časy"
_@M667_ "Statutární"
_@M668_ "Ustálit"
_@M669_ "Zastavit Záznam"
_@M670_ "Zastavit"
_@M671_ "Západ slunce"
_@M672_ "Napětí napájení"
_@M673_ "Statut systému"
_@M674_ "CÍL VIDITELNÝ"
_@M675_ "CÍL ZAMĚŘEN"
_@M676_ "RESETOVAT ÚLOHU"
_@M677_ "PRAVDA"
_@M678_ "OTOČÁK"
_@M679_ "Tab"
_@M680_ "Čas vzletu"
_@M681_ "Rych.cíle"
_@M682_ "Cíl nahoře při točení"
_@M683_ "Cíl zaměřen"
_@M684_ "Cíl"
_@M685_ "Kalkulátor úlohy"
_@M686_ "Úloha deklarována!"
_@M687_ "Konec úlohy"
_@M688_ "Přehled úlohy"
_@M689_ "Bod úlohy"
_@M690_ "Pravidla úlohy"
_@M691_ "Rychlost úlohy "
_@M692_ "Start úlohy"
_@M693_ "Statut úlohy"
_@M694_ "Úloha deklarována"
_@M695_ "Délka úlohy"
_@M696_ "Soubor s úlohou již existuje"
_@M697_ "Rychlost úlohy"
_@M698_ "Zbývající vzdálenost v úloze"
_@M699_ "Úloha"
_@M700_ "Týmový kód"
_@M701_ "Temp trace"
_@M702_ "Světlost terénu "
_@M703_ "Barvy terénu "
_@M704_ "Kontrast terénu "
_@M705_ "Zobrazení terénu "
_@M706_ "Terén "
_@M707_ "Výška terénu "
_@M708_ "Terén"
_@M709_ "Terén\nVYP"
# 710 REMOVED in v2.3
_@M710_ "Styl vložení textu "
_@M711_ "Text:"
_@M712_ "Sloupec stoupáku "
_@M713_ "Termické upozornění "
_@M714_ "Výška stoupáku"
_@M715_ "Značka stoupáku "
_@M716_ "Tento waypoint je pouze pro čtení"
_@M717_ "Čas "
_@M718_ "Časovač kroužení "
_@M719_ "Časovač letu "
_@M720_ "Čas"
_@M721_ "Čas "
_@M722_ "Přepnout mapu<>Společné"
_@M723_ "Přepnout mapu<>Přist. plochy"
_@M724_ "Přepnout mapu<>Provoz"
_@M725_ "Přepnout mapu<>Současná strana"
_@M726_ "Přepnout vrstvy"
_@M727_ "Příliš mnoho waypointů v úloze!"
_@M728_ "Horní obrazovka"
_@M729_ "Nahoře"
_@M730_ "Nahoře vlevo"
_@M731_ "Úrovně zvětšení topologie"
_@M732_ "Nastavení topologie uloženo."
_@M733_ "Zobrazení topologie "
_@M734_ "Značky topologie"
_@M735_ "Celkem:"
_@M736_ "Linie trasy "
_@M737_ "Trasa nahoře"
_@M738_ "Provoz"
_@M739_ "Snos stopy "
_@M740_ "Stopa "
_@M741_ "Šířka stopy "
# 742 UNUSED after v2.3
_@M742_ "Trojúhelník"
_@M743_ "Pravý typ"
_@M744_ "Vítr IAS "
_@M745_ "Vítr doba měření "
_@M746_ "Vítr aktualizován!"
_@M747_ "Úloha čas startu "
_@M748_ "Úloha časové brány "
_@M749_ "Otočák"
_@M750_ "Filtr otočáků "
_@M751_ "Typ "
_@M752_ "Typ"
_@M753_ "NEZNÁMÝ! "
_@M754_ "ODEMKNOUT"
# Unused 755 and 756 since  v3.2 
